EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-61-1602933,Pacific,Curry County,Oregon,4th Congressional district,Human services,$100K to $499K,548353,0.343553140244012,-0.640593984773487,1
EIN-06-0735879,New England,Capitol Planning Region,Connecticut,1st Congressional district,Health,$5M to $9.9M,1452302,0.0329576742230565,-0.200894992841764,1
EIN-33-0236316,Pacific,Los Angeles County,California,42nd Congressional district,Human services,$500K to $999K,407447,0.00351767089911958,-0.73565945897895,1
EIN-99-6001292,Pacific,Honolulu County,Hawaii,1st Congressional district,Religion-related,$100K to $499K,32200,-0.205059216161139,-0.300159484922768,1
EIN-20-0878279,Mid-Atlantic,Suffolk County,New York,1st Congressional district,Health,$100K to $499K,14932,0.0284884673685936,-0.0479792289729198,1
EIN-57-0821809,South Atlantic,Mecklenburg County,North Carolina,8th Congressional district,Unclassified,$500K to $999K,395316,-0.0460032143982509,-0.741897551177762,1
EIN-58-1761002,South Atlantic,DeKalb County,Georgia,5th Congressional district,Human services,$5M to $9.9M,712450,0.0475272283386472,-0.0471162144960889,1
EIN-04-3336127,New England,Nantucket County,Massachusetts,9th Congressional district,Environment and animals,Less than $100K,18599,0.799401191042414,0.758635276686123,0
EIN-23-7086860,West North Central,Nelson County,North Dakota,Congressional district (at large),Health,$100K to $499K,54237,-0.410300005086063,-0.804375467736193,1
EIN-93-1159198,Pacific,Union County,Oregon,2nd Congressional district,Unclassified,$10M or more,5411658,0.112004234315253,-0.349166793144479,1
EIN-52-1681044,South Atlantic,Baltimore County,Maryland,2nd Congressional district,Health,$10M or more,55927,-1.1961093041784,-1.20400261666124,1
EIN-33-1194964,Mid-Atlantic,New York County,New York,12th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,585370,0.0329003493052516,-0.218294755271763,1
EIN-03-0315710,New England,Washington County,Vermont,Congressional district (at large),Human services,$1M to $4.9M,2701475,0.00217855306416575,-0.929483096297425,1
EIN-52-1184957,South Atlantic,Baltimore city,Maryland,7th Congressional district,Human services,$1M to $4.9M,478968,0.466989207062308,0.384024117259156,0
EIN-38-2045459,East North Central,Calhoun County,Michigan,4th Congressional district,"Public, societal benefit",$10M or more,14544347,0.0737010539284509,-0.371957725199086,1
EIN-62-0582605,East South Central,Washington County,Tennessee,1st Congressional district,Health,$10M or more,31931018,0.00590085333645682,-0.442015996420146,1
EIN-52-1818273,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"International, foreign affairs",$10M or more,10439679,0.322416377245016,-0.26652569231592,1
EIN-16-1417880,Mid-Atlantic,Chautauqua County,New York,23rd Congressional district,Human services,$100K to $499K,109030,-0.669467917710822,-1.30487790663792,1
EIN-47-2420444,Pacific,Los Angeles County,California,30th Congressional district,Environment and animals,$1M to $4.9M,3066,0.445162721089012,0.44472963629211,0
EIN-22-2124503,Mid-Atlantic,Mercer County,New Jersey,12th Congressional district,Unclassified,$1M to $4.9M,1453086,-0.0308033299010454,-1.00617677580626,1
EIN-01-0838477,West North Central,Union County,Iowa,3rd Congressional district,Human services,$100K to $499K,222030,0.0348850157063153,-0.615725655211215,1
EIN-45-2883406,East North Central,Summit County,Ohio,13th Congressional district,Human services,$100K to $499K,10000,-0.364633702199188,-0.42066395853761,1
EIN-46-4034020,Mountain,Adams County,Colorado,8th Congressional district,Human services,$100K to $499K,137745,0.110666157751261,-0.176631188588615,1
EIN-27-3101212,South Atlantic,Mecklenburg County,North Carolina,12th Congressional district,Human services,$500K to $999K,18456,0.394559769989788,0.380981633908261,0
EIN-86-0754480,Mountain,Yavapai County,Arizona,2nd Congressional district,Human services,$1M to $4.9M,24400,-0.160103019910201,-0.186719769263327,1
EIN-38-1621700,East North Central,Wayne County,Michigan,13th Congressional district,Unclassified,$10M or more,11957659,0.143403741462081,-0.0779918187212263,1
EIN-45-4766711,Mountain,Bernalillo County,New Mexico,1st Congressional district,Human services,$100K to $499K,114679,-0.0141345783184135,-0.303072066193163,1
EIN-47-0594056,West North Central,Douglas County,Nebraska,2nd Congressional district,Unclassified,$1M to $4.9M,1549284,0.18496474847561,-0.110249428353659,1
EIN-86-0838347,Mountain,Coconino County,Arizona,2nd Congressional district,Human services,$100K to $499K,22473,0.213536160033018,0.156282880573934,0
EIN-31-1275208,East North Central,Montgomery County,Ohio,10th Congressional district,Human services,$1M to $4.9M,1019012,0.352272260826009,0.203419226414485,0
EIN-27-3243254,Mid-Atlantic,Allegheny County,Pennsylvania,17th Congressional district,Education,$5M to $9.9M,1567326,0.195784851708004,0.0203773911782244,0
EIN-54-2100414,Pacific,Marin County,California,2nd Congressional district,Environment and animals,$100K to $499K,15000,0.264075511698136,0.235478372937193,0
EIN-14-1739737,Mid-Atlantic,Albany County,New York,20th Congressional district,Human services,$100K to $499K,62583,0.11268468380173,-0.0789913752970867,1
EIN-63-0835546,East South Central,Tuscaloosa County,Alabama,7th Congressional district,Unclassified,$100K to $499K,30030,0.232819264069264,0.0561888292866554,0
EIN-94-3255546,Pacific,Matanuska-Susitna Borough,Alaska,Congressional district (at large),Unclassified,$500K to $999K,101846,0.388729058640498,0.32501840706481,0
EIN-23-1370508,Mid-Atlantic,Bucks County,Pennsylvania,1st Congressional district,Health,$1M to $4.9M,469580,-0.000970591047786287,-0.205077238705415,1
EIN-04-3254131,New England,Middlesex County,Massachusetts,3rd Congressional district,Education,$5M to $9.9M,7971846,0.278093939008604,-0.415750147244532,1
EIN-35-1700491,East North Central,Randolph County,Indiana,3rd Congressional district,Unclassified,$100K to $499K,323750,-0.065542110806193,-0.875437468573559,1
EIN-81-0443762,Mountain,Yellowstone County,Montana,2nd Congressional district,Unclassified,$100K to $499K,81264,0.191210784538,-0.0274942204543436,1
EIN-61-1880804,South Atlantic,Charleston County,South Carolina,1st Congressional district,Education,$1M to $4.9M,4674451,0.341255167191803,-0.65802227570855,1
EIN-27-1830644,South Atlantic,Baltimore city,Maryland,7th Congressional district,"Arts, culture, and humanities",$100K to $499K,63728,-0.0210136869118905,-0.293588537211292,1
EIN-82-5433043,West South Central,Pulaski County,Arkansas,2nd Congressional district,Health,$10M or more,218985,3.44478209437652e-05,-0.00281432712972482,1
EIN-22-3704972,Mid-Atlantic,Sussex County,New Jersey,7th Congressional district,Human services,Less than $100K,550,0.0509219358832741,0.0442456391643704,0
EIN-81-1974750,Pacific,Thurston County,Washington,10th Congressional district,"Public, societal benefit",$100K to $499K,14824,0.240971766250821,0.202038082731451,0
EIN-04-2503444,New England,Bristol County,Massachusetts,4th Congressional district,Health,$10M or more,7828883,0.0259471768445117,-0.364992641243164,1
EIN-27-0788741,East South Central,Davidson County,Tennessee,5th Congressional district,Human services,$1M to $4.9M,983460,-0.0199570902731174,-1.01995709027312,1
EIN-56-0841757,South Atlantic,Northampton County,North Carolina,1st Congressional district,Unclassified,$10M or more,9530981,-0.00714585051005966,-0.957457920614136,1
EIN-27-0447475,Pacific,Kitsap County,Washington,6th Congressional district,Human services,$1M to $4.9M,872496,0.367539903455584,-0.104680168885074,1
EIN-46-2910301,Pacific,Santa Barbara County,California,24th Congressional district,Human services,$10M or more,354743,-0.136067557529145,-0.169675319403198,1
EIN-48-6128817,West North Central,Riley County,Kansas,1st Congressional district,Unclassified,$1M to $4.9M,1225273,0.162771029102025,-0.0998424884298975,1
EIN-22-2282100,Mid-Atlantic,Burlington County,New Jersey,3rd Congressional district,Health,$500K to $999K,129701,0.280673358410167,0.102161259732413,0
EIN-38-1742032,East North Central,Branch County,Michigan,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,91323,0.174220138031407,0.0858477164433882,0
EIN-20-1560065,West South Central,Potter County,Texas,13th Congressional district,"Arts, culture, and humanities",$100K to $499K,10157,0.125605526712676,0.0903094875697615,0
EIN-25-1220005,Mid-Atlantic,Centre County,Pennsylvania,15th Congressional district,Human services,$1M to $4.9M,964420,0.0523362519492276,-0.18528410492234,1
EIN-20-5484868,Mountain,Ravalli County,Montana,1st Congressional district,Human services,$100K to $499K,140017,-0.0143289746221016,-0.455080301437304,1
EIN-26-3134868,Mid-Atlantic,Westchester County,New York,17th Congressional district,"Arts, culture, and humanities",$100K to $499K,28680,-0.540065652719751,-0.687629916236185,1
EIN-25-1290469,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Unclassified,$1M to $4.9M,223523,0.0886247069674114,-0.0217367476196965,1
EIN-95-1643360,Pacific,Orange County,California,40th Congressional district,Hospitals,$10M or more,13866216,-0.00137011964870447,-0.0194756563139134,1
EIN-62-1342072,East South Central,Barren County,Kentucky,2nd Congressional district,Unclassified,$100K to $499K,50004,0.214740481780137,-0.104260232724303,1
EIN-45-3623399,Mountain,Boulder County,Colorado,2nd Congressional district,Environment and animals,$100K to $499K,108055,0.244947665536284,0.0467699722875855,0
EIN-41-1985423,West North Central,Hennepin County,Minnesota,5th Congressional district,"Public, societal benefit",$500K to $999K,157225,-0.0296919831223629,-0.250824191279887,1
EIN-05-0422763,New England,Providence County,Rhode Island,2nd Congressional district,"Public, societal benefit",$100K to $499K,37383,0.0374041259841067,-0.0488029296055271,1
EIN-23-7076401,New England,Franklin County,Vermont,Congressional district (at large),Unclassified,$5M to $9.9M,185598,-0.0813380318552608,-0.102689838995746,1
EIN-22-2271712,Mid-Atlantic,Hunterdon County,New Jersey,7th Congressional district,Health,$500K to $999K,338754,0.0668334079362076,-0.323971057161184,1
EIN-84-1467619,Mountain,Summit County,Colorado,2nd Congressional district,"Arts, culture, and humanities",Less than $100K,136500,0.813380875931992,0.222704475726013,0
EIN-22-2428304,Mid-Atlantic,Monroe County,New York,25th Congressional district,Human services,$10M or more,9770745,0.00227144862273741,-0.190075369596153,1
EIN-22-3046520,Mid-Atlantic,Passaic County,New Jersey,9th Congressional district,Health,$500K to $999K,243200,0.211827468126681,-0.0234256805122947,1
EIN-85-4370608,Pacific,San Francisco County,California,11th Congressional district,Human services,Less than $100K,1e+05,0.90746,-0.09254,1
EIN-91-0673111,Pacific,Pierce County,Washington,10th Congressional district,Education,$10M or more,366056,0.0154155976505333,-0.00302729548789079,1
EIN-46-5762888,East South Central,Jefferson County,Alabama,7th Congressional district,Human services,$100K to $499K,18500,0.0471617113139044,0.00177853007555686,0
EIN-46-4922401,Pacific,Mendocino County,California,2nd Congressional district,"International, foreign affairs",$100K to $499K,31591,0.130521509316162,0.0469472141460692,0
EIN-81-1075243,Mountain,Pershing County,Nevada,2nd Congressional district,Health,$500K to $999K,2901,0.510417536728197,0.508494452156228,0
EIN-62-0475699,East South Central,Hamilton County,Tennessee,3rd Congressional district,Human services,$10M or more,2787376,0.0815458523669236,-0.0642980905497031,1
EIN-32-0295053,East North Central,Will County,Illinois,2nd Congressional district,Human services,$500K to $999K,114958,0.0137721167777051,-0.200581389928417,1
EIN-39-1875565,West North Central,Mahaska County,Iowa,1st Congressional district,Education,$100K to $499K,208028,0.00943211410277851,-0.984561722053659,1
EIN-80-0708997,Mountain,Summit County,Utah,3rd Congressional district,Environment and animals,$1M to $4.9M,42210,0.0506237812551926,0.0191720619914057,0
EIN-34-1496786,East North Central,Cuyahoga County,Ohio,11th Congressional district,Unclassified,$100K to $499K,16172,0.262325418593709,0.215927218058919,0
EIN-64-0884215,East South Central,Lee County,Mississippi,1st Congressional district,Human services,$500K to $999K,217554,0.0996058781414105,-0.114056685585433,1
EIN-86-0704718,Mountain,Mohave County,Arizona,9th Congressional district,Education,$1M to $4.9M,3575984,0.0500478544283208,-0.885837680186906,1
EIN-27-2536621,Pacific,San Bernardino County,California,33rd Congressional district,Human services,$5M to $9.9M,8622832,-0.000347217712231898,-1.00034721771223,1
EIN-06-1788437,Pacific,San Bernardino County,California,23rd Congressional district,"Arts, culture, and humanities",$100K to $499K,15000,0.0416012558869702,-0.02004241084271,1
EIN-26-2034996,Pacific,Honolulu County,Hawaii,2nd Congressional district,Environment and animals,$100K to $499K,36429,0.282578133448686,0.202179195458869,0
EIN-13-6159787,Mid-Atlantic,New York County,New York,12th Congressional district,Education,$500K to $999K,31800,-0.0171191356337141,-0.0643668802225101,1
EIN-94-2250908,Pacific,Mendocino County,California,2nd Congressional district,Human services,$500K to $999K,184731,-0.0371570509578284,-0.242507950870789,1
EIN-82-1664765,Mountain,Maricopa County,Arizona,4th Congressional district,Environment and animals,$100K to $499K,83839,0.40757594221871,0.302246198648939,0
EIN-20-2632111,South Atlantic,Duval County,Florida,5th Congressional district,Education,$1M to $4.9M,609350,0.0413908161254555,-0.182628989232638,1
EIN-20-2886754,Pacific,Sacramento County,California,6th Congressional district,Human services,$100K to $499K,173791,-0.309011180768927,-0.962599143296616,1
EIN-13-4105066,Mid-Atlantic,New York County,New York,10th Congressional district,"Public, societal benefit",$10M or more,543238,-0.411674486627378,-0.487555995714503,1
EIN-23-2265574,Mid-Atlantic,Luzerne County,Pennsylvania,8th Congressional district,Human services,$1M to $4.9M,251703,0.236913571007606,0.11918201633348,0
EIN-20-3069102,New England,Plymouth County,Massachusetts,8th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,138949,-0.0364645487198832,-0.127621984222007,1
EIN-34-6608636,East North Central,Stark County,Ohio,13th Congressional district,Unclassified,$500K to $999K,249221,0.106186823208442,-0.212134797591586,1
EIN-14-1884063,West South Central,Pulaski County,Arkansas,2nd Congressional district,Human services,$100K to $499K,118066,0.0750258330086562,-0.924974166991344,1
EIN-81-3920157,West North Central,Blue Earth County,Minnesota,1st Congressional district,Human services,$100K to $499K,6000,-0.219832113335525,-0.243884644062633,1
EIN-81-1283959,Pacific,Contra Costa County,California,8th Congressional district,Education,$100K to $499K,45663,0.100796069053854,0.000985796659220368,0
EIN-99-0192700,Pacific,Honolulu County,Hawaii,1st Congressional district,Human services,$1M to $4.9M,826128,0.0988572795807338,-0.429657631698816,1
EIN-95-1799192,Pacific,Los Angeles County,California,30th Congressional district,"International, foreign affairs",$1M to $4.9M,442318,0.172933387774148,0.0439325711619225,0
EIN-35-1618998,East North Central,Marion County,Indiana,7th Congressional district,Human services,$1M to $4.9M,53559,-0.237251460785867,-0.302031614175943,1
EIN-36-3984642,East North Central,Cook County,Illinois,8th Congressional district,Human services,$500K to $999K,819976,-0.028935503032312,-1.02092555380675,1
EIN-23-7440482,West North Central,Miami County,Kansas,3rd Congressional district,Unclassified,$5M to $9.9M,2165040,0.203136232590982,-0.0850890566407477,1
EIN-45-5290678,East North Central,Oakland County,Michigan,11th Congressional district,Religion-related,$500K to $999K,324626,0.472440932186789,0.210747282707272,0
EIN-13-3801336,Mid-Atlantic,New York County,New York,12th Congressional district,"Public, societal benefit",$500K to $999K,755571,-0.131480694732858,-1.13148069473286,1
EIN-58-1442013,South Atlantic,Chatham County,Georgia,1st Congressional district,Unclassified,$10M or more,4939930,0.501929791894564,0.269886443703983,0
EIN-27-3709704,South Atlantic,New Castle County,Delaware,Congressional district (at large),"Public, societal benefit",$100K to $499K,268125,0.0781966022703497,-0.471801141328651,1
EIN-22-2459135,Mid-Atlantic,Burlington County,New Jersey,3rd Congressional district,Unclassified,$100K to $499K,238037,0.00332393231265109,-0.795887053451518,1
EIN-20-4515040,East South Central,Madison County,Alabama,5th Congressional district,"Public, societal benefit",$1M to $4.9M,54000,0.0765968988799589,0.0432329201142778,0
EIN-04-2760083,New England,Suffolk County,Massachusetts,8th Congressional district,Health,$500K to $999K,74060,0.0816263602995723,-0.0139219847633546,1
EIN-56-1399587,South Atlantic,Durham County,North Carolina,4th Congressional district,Unclassified,$500K to $999K,279555,0.13444655696677,-0.126225125671249,1
EIN-46-2808267,West South Central,Comal County,Texas,21st Congressional district,"Arts, culture, and humanities",$100K to $499K,15000,-0.0902378455019962,-0.152425095457429,1
EIN-54-1064716,South Atlantic,Fairfax County,Virginia,8th Congressional district,Unclassified,$500K to $999K,45167,-0.0333577671129708,-0.0901468164210087,1
EIN-48-0886284,West North Central,Brown County,Kansas,2nd Congressional district,Unclassified,$100K to $499K,66603,0.0128593040847201,-0.566226720225364,1
EIN-82-3141998,Mid-Atlantic,Philadelphia County,Pennsylvania,2nd Congressional district,"Public, societal benefit",$500K to $999K,75677,-0.0860710430218054,-0.208188036643005,1
EIN-16-0965912,Mid-Atlantic,Ontario County,New York,24th Congressional district,Unclassified,$10M or more,3050398,0.131613956352012,-0.0895704702064658,1
EIN-62-6080004,East South Central,Shelby County,Tennessee,9th Congressional district,Human services,$500K to $999K,67195,0.218535014116992,0.157805738620548,0
EIN-23-3022057,Mid-Atlantic,Montgomery County,Pennsylvania,5th Congressional district,Education,$100K to $499K,217058,-0.119903317699191,-1.01215105787373,1
EIN-57-1097776,South Atlantic,Greenwood County,South Carolina,3rd Congressional district,Education,$100K to $499K,7799,0.0251231991971624,0.00717213822247899,0
EIN-22-1508812,West South Central,Dallas County,Texas,6th Congressional district,Human services,$1M to $4.9M,456172,0.11562921021269,0.00750360045774878,0
EIN-47-1989228,Mountain,Washoe County,Nevada,2nd Congressional district,Environment and animals,$1M to $4.9M,478309,-0.0850440372839315,-0.200904484148516,1
EIN-91-1630589,Pacific,King County,Washington,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,73998,-0.0605780340158987,-0.167180967692676,1
EIN-55-0396949,South Atlantic,Boone County,West Virginia,1st Congressional district,Unclassified,$1M to $4.9M,812020,0.15134246100382,-0.207770445824155,1
EIN-74-2982915,West South Central,Bexar County,Texas,21st Congressional district,Universities,$500K to $999K,80100,-0.0790631797258334,-0.24788810764328,1
EIN-59-2091522,South Atlantic,Leon County,Florida,2nd Congressional district,Unclassified,$1M to $4.9M,1271118,0.0116362201451921,-0.941945681635237,1
EIN-06-1241982,New England,Southeastern Connecticut Planning Region,Connecticut,2nd Congressional district,Health,$10M or more,1831615,0.124928181324788,-0.0112282816572149,1
EIN-52-1073362,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$10M or more,8361688,0.0981880454610725,-0.424990825883241,1
EIN-56-1995412,South Atlantic,Alexander County,North Carolina,5th Congressional district,Education,$500K to $999K,802694,0.00843835061587905,-0.959192136421609,1
EIN-95-4773654,Pacific,Los Angeles County,California,37th Congressional district,Education,$1M to $4.9M,255721,-0.0937706779494909,-0.266609441479924,1
EIN-38-2830917,East North Central,Wayne County,Michigan,12th Congressional district,Human services,$500K to $999K,385633,-0.363491410454009,-1.15281879977649,1
EIN-39-1083870,East North Central,Walworth County,Wisconsin,5th Congressional district,Human services,$100K to $499K,10790,-0.606767419255529,-0.644091306889526,1
EIN-03-0369844,New England,Bennington County,Vermont,Congressional district (at large),Human services,$100K to $499K,128037,0.293622652284534,0.0207890284389477,0
EIN-31-1654076,Pacific,Kitsap County,Washington,6th Congressional district,Education,$5M to $9.9M,1391138,0.0409910032631425,-0.104221292023229,1
EIN-94-2411883,Mountain,Clark County,Nevada,4th Congressional district,Unclassified,$5M to $9.9M,4333790,-0.00818717183715728,-0.63415057243617,1
EIN-54-1905826,South Atlantic,Arlington County,Virginia,8th Congressional district,Health,$1M to $4.9M,264654,0.279336570798473,0.196595815722726,0
EIN-56-1214229,South Atlantic,Nash County,North Carolina,1st Congressional district,Unclassified,$100K to $499K,294956,0.0552586863815145,-0.642766200142939,1
EIN-20-1244058,East North Central,Saline County,Illinois,12th Congressional district,Hospitals,$10M or more,3179171,0.0168707321201841,-0.0623863654211332,1
EIN-36-3180285,East North Central,Cook County,Illinois,8th Congressional district,Unclassified,$1M to $4.9M,125287,0.0818491128566594,0.0274143954577705,0
EIN-27-0312173,East North Central,Oakland County,Michigan,6th Congressional district,Education,Less than $100K,20000,0.33157293440538,-0.0995451703994309,1
EIN-81-4264727,New England,South Central Connecticut Planning Region,Connecticut,3rd Congressional district,"Arts, culture, and humanities",$100K to $499K,18455,0.161098737936154,0.107788167393169,0
EIN-04-3165049,New England,Worcester County,Massachusetts,2nd Congressional district,Unclassified,Less than $100K,326000,0.835299649128621,0.160069014370399,0
EIN-13-3391212,Mid-Atlantic,Bronx County,New York,13th Congressional district,"Arts, culture, and humanities",$100K to $499K,138400,0.333287422593811,0.14455337259838,0
EIN-25-1702048,Mid-Atlantic,Allegheny County,Pennsylvania,17th Congressional district,Unclassified,$100K to $499K,236762,-0.106875481750337,-0.80609493545653,1
EIN-71-0438104,West South Central,Lonoke County,Arkansas,1st Congressional district,Education,$5M to $9.9M,1540287,0.116895568066998,-0.0631942542876191,1
EIN-47-3208321,New England,Lamoille County,Vermont,Congressional district (at large),"Arts, culture, and humanities",$100K to $499K,26200,0.20434792779114,0.148632527161258,0
EIN-47-4533348,Pacific,Los Angeles County,California,32nd Congressional district,Education,$1M to $4.9M,161725,0.0635880547995626,-0.0795025428497613,1
EIN-41-2074921,East South Central,Morgan County,Alabama,5th Congressional district,"Arts, culture, and humanities",$100K to $499K,189417,0.286588609676359,-0.171444876482309,1
EIN-20-5117271,South Atlantic,Bibb County,Georgia,2nd Congressional district,Health,$100K to $499K,37467,0.148550345506478,0.0759474783646673,0
EIN-57-1081477,South Atlantic,Richland County,South Carolina,2nd Congressional district,Human services,$100K to $499K,76662,-0.186523156750692,-0.724068295761316,1
EIN-84-2664083,Pacific,Sacramento County,California,7th Congressional district,"Public, societal benefit",$500K to $999K,89500,-0.412183957149848,-0.654175915986881,1
EIN-02-0477325,New England,Merrimack County,New Hampshire,2nd Congressional district,Human services,$500K to $999K,279599,-0.107930908881774,-0.703497796437236,1
EIN-20-0199894,South Atlantic,Lynchburg city,Virginia,5th Congressional district,Human services,$500K to $999K,308984,0.374459033922993,0.0492647492190723,0
EIN-16-1770367,South Atlantic,Columbus County,North Carolina,7th Congressional district,Human services,$500K to $999K,3472,0.00959715041784738,0.00333845277495367,0
EIN-84-0585638,Mountain,Jefferson County,Colorado,7th Congressional district,Unclassified,$1M to $4.9M,3215803,0.074933448545667,-0.87996389221708,1
EIN-06-0721830,New England,Capitol Planning Region,Connecticut,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,50730,0.0937617079812784,-0.0480761165569728,1
EIN-38-2776868,East North Central,Kent County,Michigan,3rd Congressional district,Unclassified,$1M to $4.9M,57422,0.0360776045514624,-0.00555519706738957,1
EIN-83-2766318,Mountain,Glacier County,Montana,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,766459,0.262446655045982,-0.3134226423033,1
EIN-94-2919302,Pacific,San Francisco County,California,11th Congressional district,Human services,$10M or more,16109110,0.0472857759934727,-0.847570123693583,1
EIN-63-1143790,East South Central,Jefferson County,Alabama,7th Congressional district,Unclassified,$100K to $499K,124922,-0.112975262231226,-0.962189758196638,1
EIN-13-1969305,Mid-Atlantic,Rockland County,New York,17th Congressional district,Unclassified,$500K to $999K,31342,0.195606298418529,0.161981403422568,0
EIN-23-7068964,South Atlantic,York County,South Carolina,5th Congressional district,Unclassified,$1M to $4.9M,2213732,-0.049345997264178,-0.801130598145238,1
EIN-52-2169212,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",$500K to $999K,89656,0.479357778613395,0.394438008928056,0
EIN-68-0340783,Pacific,Mendocino County,California,2nd Congressional district,Human services,$100K to $499K,88788,0.380402522552929,0.217537172436817,0
EIN-20-1710899,Mountain,Pitkin County,Colorado,3rd Congressional district,Health,$100K to $499K,44225,0.082654338494476,-0.0116514874624962,1
EIN-68-0426325,Pacific,Sacramento County,California,6th Congressional district,"Public, societal benefit",$1M to $4.9M,1519620,0.17225086730131,-0.706248327110038,1
EIN-58-1871946,South Atlantic,Edgecombe County,North Carolina,1st Congressional district,"Public, societal benefit",$100K to $499K,98695,0.259989274935774,-0.0477171825505699,1
EIN-03-0213226,Mid-Atlantic,New York County,New York,12th Congressional district,Human services,$5M to $9.9M,7794155,0.176863723460108,-0.547130590966024,1
EIN-56-1276293,South Atlantic,Buncombe County,North Carolina,11th Congressional district,Unclassified,$1M to $4.9M,2203767,0.0918424957422392,-0.552491429657406,1
EIN-75-2173731,West South Central,Tom Green County,Texas,11th Congressional district,Unclassified,$100K to $499K,22200,0.435830763059985,0.359068339303744,0
EIN-38-3244099,East North Central,Oakland County,Michigan,11th Congressional district,Human services,$5M to $9.9M,2093859,0.039764498457276,-0.314662378049647,1
EIN-30-0282790,Pacific,Lake County,California,4th Congressional district,Environment and animals,Less than $100K,50000,-0.0760941938920455,-0.630959250710227,1
EIN-04-2104258,New England,Essex County,Massachusetts,6th Congressional district,Universities,$10M or more,4710196,0.017339080207007,-0.0439321661607576,1
EIN-23-1718197,New England,Berkshire County,Massachusetts,1st Congressional district,Unclassified,$10M or more,3335289,0.00452626576472791,-0.267304698225721,1
EIN-27-3147850,West North Central,Hennepin County,Minnesota,5th Congressional district,"Arts, culture, and humanities",$100K to $499K,219645,0.575338309808844,0.0379450141049072,0
EIN-76-0278775,West South Central,Harris County,Texas,7th Congressional district,Unclassified,$100K to $499K,43250,0.709595486235246,0.681735524253627,0
EIN-68-0447901,Pacific,Contra Costa County,California,10th Congressional district,Education,$500K to $999K,93983,0.0878707667418178,-0.0375809076068167,1
EIN-04-2306054,New England,Suffolk County,Massachusetts,8th Congressional district,"International, foreign affairs",$10M or more,205023,-0.0808623954845183,-0.0842866965561809,1
EIN-81-0687084,West South Central,Smith County,Texas,1st Congressional district,Religion-related,$1M to $4.9M,776392,0.175909847854125,0.0437510670774003,0
EIN-23-7396580,East North Central,Dane County,Wisconsin,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,118447,0.074657723925752,-0.150011570429775,1
EIN-68-0005307,Pacific,Contra Costa County,California,8th Congressional district,Education,$1M to $4.9M,331838,0.320921884209366,0.244551277404139,0
EIN-52-1722088,South Atlantic,Anne Arundel County,Maryland,3rd Congressional district,Health,$5M to $9.9M,276779,-0.362994425017717,-0.420652224180866,1
EIN-16-0743164,Mid-Atlantic,Monroe County,New York,25th Congressional district,Health,$10M or more,4703107,0.039471341622207,-0.145736733518185,1
EIN-74-2432216,Mountain,Broomfield County,Colorado,7th Congressional district,Health,$100K to $499K,17388,0.224118420300623,0.124741384237298,0
EIN-04-2105950,New England,Bristol County,Massachusetts,4th Congressional district,Health,$5M to $9.9M,833482,0.0789927246835768,-0.0307839740207536,1
EIN-22-2600063,New England,Washington County,Vermont,Congressional district (at large),Unclassified,$100K to $499K,365476,-0.0115105732773705,-0.826157800062858,1
EIN-30-0245635,South Atlantic,Fulton County,Georgia,5th Congressional district,"Public, societal benefit",$500K to $999K,23689,0.19300842198989,0.16189840818744,0
EIN-30-0720156,South Atlantic,Cobb County,Georgia,6th Congressional district,Human services,$500K to $999K,55623,0.00565655908909893,-0.0847557357996798,1
EIN-75-3003911,East North Central,Cook County,Illinois,7th Congressional district,Human services,$100K to $499K,181870,-0.0819095120068262,-1.0056326439397,1
EIN-16-1616413,New England,Norfolk County,Massachusetts,4th Congressional district,Health,$100K to $499K,72420,0.620207135867835,0.536046568382495,0
EIN-22-3505511,Mid-Atlantic,Mercer County,New Jersey,12th Congressional district,Education,$5M to $9.9M,9924586,0.0453052504144014,-0.93503255104217,1
EIN-41-0843966,West North Central,Otter Tail County,Minnesota,7th Congressional district,Unclassified,$10M or more,308850,0.0913848296628264,0.073619534151789,0
EIN-31-1438763,East North Central,Montgomery County,Ohio,10th Congressional district,Health,$1M to $4.9M,1041459,0.00166072896206834,-0.451702606321479,1
EIN-54-0678704,South Atlantic,Fredericksburg city,Virginia,7th Congressional district,"Public, societal benefit",$100K to $499K,52021,-0.155702235427842,-0.41504476838096,1
EIN-25-6069770,Mid-Atlantic,Indiana County,Pennsylvania,14th Congressional district,Unclassified,$1M to $4.9M,3193469,0.202475784167099,-0.490017996122344,1
